date_sold,bedrooms,bathrooms,m2_living,m2_total,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode,lat,long,m2_living15,m2_total15,price,yr_built_bins,renovated,basement_cat,month,year
31/07/2014,3,2,168.15,1153.85,1,False,0,4,3,168.15,,1957,0,98008,47.5888,-122.127,207.17,1145.48,555700,1947-1965,True,no_basement,7,2014
08/07/2014,4,3,299.15,3288.74,2,False,0,3,4,299.15,,1991,0,98072,47.7547,-122.114,283.35,3274.99,690000,1983-2001,True,no_basement,8,2014
31/12/2014,3,2,154.22,900.87,1,False,0,4,3,154.22,,1952,0,98155,47.7564,-122.286,191.38,1916.02,449000,1947-1965,True,no_basement,12,2014
02/05/2014,2,1,78.97,573.58,1,False,0,4,3,78.97,,1950,0,98155,47.7352,-122.328,102.19,573.58,308500,1947-1965,True,no_basement,2,2014
05/03/2015,4,3,247.58,545.15,2,False,0,3,4,247.58,,2006,0,98030,47.3831,-122.185,247.58,565.96,340000,2001-2015,True,no_basement,5,2015
27/03/2015,4,3,239.69,330.73,2,False,0,5,3,158.86,80.82,1917,0,98115,47.6753,-122.304,183.95,353.03,937750,1900-1947,True,medium,3,2015
06/05/2014,4,3,297.29,1149.11,2,False,0,3,4,297.29,,1998,0,98059,47.5273,-122.143,350.24,1204.01,725126,1983-2001,True,no_basement,6,2014
05/01/2015,3,1,78.04,278.71,1,False,0,3,1,78.04,,1943,0,98178,47.494,-122.275,93.83,557.41,135000,1900-1947,True,no_basement,5,2015
03/04/2015,4,3,275.92,739.59,1,False,0,3,3,187.66,88.26,1969,0,98125,47.7118,-122.29,130.99,739.41,635000,1965-1983,True,large,3,2015
06/08/2014,2,1,73.39,696.77,1,False,0,3,2,73.39,,1950,0,98011,47.7644,-122.198,183.02,833.33,245500,1947-1965,True,no_basement,6,2014
02/12/2014,6,2,198.81,3391.77,2,False,0,4,3,198.81,,1903,1979,98001,47.2668,-122.252,158.86,1114.83,230000,1900-1947,True,no_basement,2,2014
04/03/2015,3,3,239.69,1356.65,1,False,2,4,4,239.69,,1951,0,98004,47.6199,-122.212,223.89,1332.87,1770000,1947-1965,True,no_basement,4,2015
10/11/2014,5,3,202.53,731.61,1,False,0,4,3,111.48,91.04,1955,0,98133,47.7543,-122.341,170.94,474.27,425000,1947-1965,True,large,10,2014
20/04/2015,2,1,98.48,968.32,2,False,0,3,3,98.48,,1965,0,98125,47.705,-122.313,208.1,947.6,220000,1947-1965,True,no_basement,4,2015
29/08/2014,3,2,172.8,845.41,2,False,0,3,3,172.8,,1939,2006,98155,47.7522,-122.304,150.5,884.34,370000,1900-1947,True,no_basement,8,2014
17/09/2014,3,2,170.94,1562.15,1,False,0,5,3,89.19,81.75,1972,0,98059,47.4837,-122.11,168.15,1554.44,390000,1965-1983,True,large,9,2014
03/06/2014,3,2,124.49,1531.03,1,False,0,4,3,124.49,,1968,0,98042,47.364,-122.162,141.21,970.92,239000,1965-1983,True,no_basement,3,2014
02/01/2015,4,3,215.53,682.83,2,False,0,3,3,215.53,,1973,0,98058,47.4512,-122.131,201.6,682.83,345000,1965-1983,True,no_basement,2,2015
26/08/2014,3,3,196.02,771.46,1,False,0,4,3,196.02,,1985,0,98030,47.3558,-122.173,156.08,697.51,289000,1983-2001,True,no_basement,8,2014
08/05/2015,5,2,170.94,747.86,2,False,0,4,3,170.94,,1962,0,98198,47.3668,-122.312,157.0,757.25,285000,1947-1965,True,no_basement,8,2015
15/09/2014,3,2,100.33,857.02,1,False,0,2,3,100.33,,1955,0,98146,47.4842,-122.346,130.99,914.16,147400,1947-1965,True,no_basement,9,2014
27/01/2015,2,1,119.84,430.69,1,False,0,3,3,119.84,,1924,0,98112,47.6393,-122.301,180.23,430.6,600000,1900-1947,True,no_basement,1,2015
06/08/2014,3,3,205.31,1002.79,1,False,0,3,3,143.07,62.24,1967,0,98178,47.4911,-122.224,207.17,998.98,245000,1965-1983,True,medium,6,2014
04/03/2015,3,3,205.31,1002.79,1,False,0,3,3,143.07,62.24,1967,0,98178,47.4911,-122.224,207.17,998.98,520000,1965-1983,True,medium,4,2015
18/05/2014,3,3,130.99,1310.85,1,False,2,3,3,108.7,22.3,1987,0,98065,47.5336,-121.76,144.93,1703.46,352500,1983-2001,True,small,5,2014
05/05/2015,5,4,347.45,2293.2,2,False,0,3,4,256.41,91.04,1998,0,98038,47.3832,-122.057,267.56,2417.6,448000,1983-2001,True,large,5,2015
29/09/2014,4,3,226.68,664.25,1,False,0,3,3,111.48,115.2,1963,1985,98032,47.3662,-122.282,166.3,664.25,270000,1947-1965,True,large,9,2014
26/08/2014,3,3,189.52,557.41,1,False,0,3,3,170.94,18.58,1951,0,98109,47.6334,-122.35,169.08,457.08,872500,1947-1965,True,small,8,2014
18/03/2015,4,4,356.74,577.29,2,False,3,4,4,240.62,116.13,1939,0,98199,47.6388,-122.406,304.72,549.52,2150000,1900-1947,True,large,3,2015
12/08/2014,3,2,154.22,670.85,1,False,0,3,3,91.04,63.17,1962,0,98168,47.4962,-122.32,164.44,750.93,225000,1947-1965,True,medium,12,2014
21/11/2014,4,2,152.36,557.41,2,False,0,4,4,152.36,,1911,0,98119,47.6505,-122.375,176.51,557.41,735000,1900-1947,True,no_basement,11,2014
01/04/2015,3,1,121.7,780.38,1,False,0,3,3,121.7,,1972,1989,98034,47.7253,-122.197,156.08,743.22,375000,1965-1983,True,no_basement,1,2015
23/10/2014,3,2,159.79,908.12,1,False,0,3,3,159.79,,1978,0,98032,47.3731,-122.286,183.02,780.38,169000,1965-1983,True,no_basement,10,2014
04/03/2015,3,2,159.79,908.12,1,False,0,3,3,159.79,,1978,0,98032,47.3731,-122.286,183.02,780.38,279950,1965-1983,True,no_basement,4,2015
16/01/2015,4,3,373.47,1741.45,2,False,4,4,4,262.91,110.55,1989,0,98004,47.6042,-122.21,292.64,1941.38,1950000,1983-2001,True,large,1,2015
05/08/2014,3,3,182.09,217.86,2,False,0,3,3,162.58,19.51,2003,0,98118,47.5419,-122.288,163.51,181.9,310000,2001-2015,True,small,5,2014
30/07/2014,4,3,301.0,3259.29,2,False,0,4,4,301.0,,1978,0,98005,47.6337,-122.154,310.29,2276.2,975000,1965-1983,True,no_basement,7,2014
29/10/2014,3,2,335.38,1106.84,2,False,0,4,3,279.64,55.74,1958,0,98006,47.5705,-122.175,189.52,1106.84,650000,1947-1965,True,medium,10,2014
16/12/2014,2,2,167.22,418.06,1,False,2,3,3,92.9,74.32,1942,0,98109,47.6305,-122.347,210.89,356.74,930000,1900-1947,True,medium,12,2014
02/04/2015,4,2,182.09,464.51,1,False,0,3,3,91.04,91.04,1912,0,98106,47.5688,-122.363,120.77,464.51,412000,1900-1947,True,large,2,2015
17/04/2015,3,1,116.13,947.6,1,False,0,3,2,116.13,,1965,0,98178,47.4902,-122.256,167.22,769.51,225000,1947-1965,True,no_basement,4,2015
19/06/2014,3,3,196.95,668.99,2,False,0,3,3,196.95,,2003,0,98133,47.7174,-122.337,179.3,669.45,507000,2001-2015,True,no_basement,6,2014
28/01/2015,4,4,358.6,6312.99,2,False,2,4,5,358.6,,1927,0,98177,47.7469,-122.378,409.7,11897.62,1760000,1900-1947,True,no_basement,1,2015
17/11/2014,3,3,124.49,279.73,2,False,0,3,3,124.49,,1995,0,98038,47.3839,-122.038,98.48,300.26,230000,1983-2001,True,no_basement,11,2014
23/02/2015,1,2,165.37,17508.83,2,False,0,3,4,165.37,,2001,0,98045,47.4506,-121.768,165.37,1959.68,316000,1983-2001,True,no_basement,2,2015
10/09/2014,5,4,364.18,448.9,2,False,0,3,4,281.49,82.68,2014,0,98065,47.5202,-121.885,247.12,448.9,616200,2001-2015,True,large,10,2014
29/08/2014,3,2,157.0,4977.52,1,False,0,3,3,157.0,,1984,0,98053,47.6546,-122.049,212.75,4896.6,509900,1983-2001,True,no_basement,8,2014
16/03/2015,4,3,238.76,720.27,2,False,0,3,3,238.76,,1987,0,98058,47.4237,-122.162,198.81,707.45,370000,1983-2001,True,no_basement,3,2015
06/03/2015,3,2,173.73,653.1,1,False,0,3,3,173.73,,1977,0,98033,47.6999,-122.17,169.08,696.77,619100,1965-1983,True,no_basement,6,2015
21/08/2014,3,3,265.7,1045.15,1,False,1,5,3,212.75,52.95,1956,0,98166,47.4534,-122.372,188.59,1045.15,805000,1947-1965,True,medium,8,2014
02/02/2015,2,2,155.15,557.41,1,False,0,3,3,101.26,53.88,1950,0,98119,47.6517,-122.374,155.15,557.41,612125,1947-1965,False,medium,2,2015
12/09/2014,2,2,99.41,87.05,3,False,0,3,3,99.41,,2003,0,98115,47.6761,-122.3,102.19,297.29,350000,2001-2015,True,no_basement,12,2014
04/11/2014,2,1,87.33,1393.53,1,False,0,3,3,87.33,,1960,0,98055,47.4312,-122.195,134.71,1393.53,225000,1947-1965,True,no_basement,4,2014
22/10/2014,3,3,240.43,529.64,2,False,0,3,3,240.43,,2008,0,98042,47.3449,-122.151,221.94,529.73,335000,2001-2015,True,no_basement,10,2014
31/03/2015,5,4,325.16,971.48,2,False,0,3,5,325.16,,2001,0,98059,47.5198,-122.157,325.16,1090.12,972800,1983-2001,True,no_basement,3,2015
02/02/2015,3,2,157.0,4468.23,1,False,0,3,3,157.0,,1973,0,98053,47.6745,-122.061,192.31,3266.44,500000,1965-1983,True,no_basement,2,2015
23/12/2014,4,4,352.1,668.9,2,False,0,3,4,235.04,117.06,1931,0,98112,47.6264,-122.289,301.93,668.9,2200000,1900-1947,True,large,12,2014
19/11/2014,3,2,101.26,780.38,1,False,0,4,3,101.26,,1966,0,98008,47.6219,-122.115,122.63,780.38,415000,1965-1983,True,no_basement,11,2014
26/08/2014,3,3,208.1,973.52,2,False,0,4,3,158.86,49.24,1950,0,98106,47.5529,-122.356,142.14,487.18,399000,1947-1965,True,small,8,2014
20/05/2014,2,1,106.84,371.61,1,False,0,3,3,106.84,,1947,0,98199,47.6575,-122.394,106.84,398.36,376000,1900-1947,True,no_basement,5,2014
17/12/2014,3,2,173.73,313.82,1,False,0,3,3,104.05,69.68,1913,0,98136,47.5371,-122.393,173.73,173.91,340000,1900-1947,True,medium,12,2014
14/11/2014,5,3,277.78,668.9,2,False,0,3,3,277.78,,1997,0,98059,47.4955,-122.16,251.77,707.92,490000,1983-2001,True,no_basement,11,2014
22/06/2014,4,3,239.69,581.57,2,False,0,3,3,239.69,,2004,0,98056,47.4858,-122.185,200.67,334.45,374000,2001-2015,True,no_basement,6,2014
26/03/2015,4,1,206.24,333.33,2,False,0,4,3,136.57,69.68,1927,0,98115,47.6854,-122.308,161.65,333.33,852000,1900-1947,True,medium,3,2015
25/11/2014,3,3,150.5,1143.53,2,False,0,3,3,150.5,,1987,0,98074,47.6188,-122.029,188.59,1297.19,473000,1983-2001,True,no_basement,11,2014
04/05/2015,3,2,240.62,2414.72,1,False,0,3,3,183.02,57.6,1968,0,98029,47.5521,-122.03,240.62,2717.39,540000,1965-1983,True,medium,4,2015
26/08/2014,2,2,129.13,1164.07,1,False,0,3,3,90.12,39.02,1959,0,98155,47.7499,-122.29,180.23,1164.07,431000,1947-1965,True,small,8,2014
06/05/2015,4,3,210.89,673.08,1,False,0,3,3,130.99,79.9,1979,0,98155,47.7722,-122.315,161.65,703.36,435000,1965-1983,True,medium,6,2015
08/05/2014,4,3,271.27,3156.45,1,False,3,5,3,135.64,135.64,1964,0,98008,47.6164,-122.104,275.92,1413.04,1050000,1947-1965,True,large,8,2014
13/05/2014,3,3,116.13,82.87,2,False,0,3,3,96.62,19.51,2010,0,98116,47.5826,-122.387,116.13,120.4,450000,2001-2015,True,small,5,2014
19/03/2015,3,1,102.19,2509.1,1,False,0,3,2,89.19,13.01,1935,0,98178,47.4963,-122.249,118.91,825.9,157500,1900-1947,True,small,3,2015
17/12/2014,3,2,139.35,694.44,1,False,0,4,3,139.35,,1976,0,98023,47.3155,-122.365,180.23,694.44,244000,1965-1983,True,no_basement,12,2014
11/02/2015,3,3,260.13,985.04,2,False,0,3,4,260.13,,2001,0,98011,47.7528,-122.195,239.69,985.04,550000,1983-2001,True,no_basement,11,2015
05/09/2014,4,3,317.73,17037.07,2,False,0,3,4,317.73,,2000,0,98053,47.633,-121.972,209.96,3215.63,975000,1983-2001,True,no_basement,5,2014
05/02/2015,4,3,195.09,8214.98,1,False,0,3,2,195.09,,1990,0,98038,47.399,-122.011,199.74,5867.89,426500,1983-2001,True,no_basement,5,2015
16/07/2014,3,1,166.3,360.09,2,False,0,5,3,101.26,65.03,1904,0,98144,47.575,-122.288,126.35,379.04,350000,1900-1947,True,medium,7,2014
10/02/2015,3,1,166.3,360.09,2,False,0,5,3,101.26,65.03,1904,0,98144,47.575,-122.288,126.35,379.04,615000,1900-1947,True,medium,10,2015
23/02/2015,3,3,206.24,1120.03,2,False,0,3,3,206.24,,1985,0,98052,47.7148,-122.101,215.53,1117.15,542000,1983-2001,True,no_basement,2,2015
19/11/2014,4,2,185.8,557.41,1,False,3,5,3,92.9,92.9,1956,0,98109,47.6428,-122.348,242.47,406.63,710000,1947-1965,True,large,11,2014
01/05/2015,3,3,164.44,877.93,1,False,0,3,3,164.44,,1988,0,98001,47.3196,-122.272,204.38,797.29,289950,1983-2001,True,no_basement,1,2015
16/10/2014,4,3,397.62,1176.89,2,False,0,3,4,362.32,35.3,1947,2008,98004,47.6185,-122.219,333.52,1177.07,1900000,1900-1947,True,small,10,2014
19/11/2014,2,1,117.06,473.8,2,False,0,4,3,104.05,13.01,1925,0,98117,47.6805,-122.384,117.06,473.8,528000,1900-1947,False,small,11,2014
25/03/2015,2,1,78.04,473.8,1,False,0,4,3,78.04,,1949,0,98117,47.6779,-122.384,144.0,473.8,471000,1947-1965,True,no_basement,3,2015
03/12/2014,4,3,170.01,617.15,2,False,0,3,3,170.01,,2001,0,98001,47.2601,-122.286,222.97,601.26,250000,1983-2001,True,no_basement,3,2014
27/10/2014,3,2,90.12,780.38,1,False,0,3,3,90.12,,1966,0,98003,47.3284,-122.331,114.27,780.38,155000,1965-1983,True,no_basement,10,2014
18/08/2014,4,2,161.65,758.08,2,False,0,4,3,130.06,31.59,1946,0,98177,47.7243,-122.363,148.64,758.08,515000,1900-1947,True,small,8,2014
05/03/2015,3,3,153.66,786.32,2,False,0,3,3,153.66,,1995,0,98038,47.3618,-122.033,183.48,791.06,336600,1983-2001,True,no_basement,5,2015
10/03/2015,3,3,222.04,255.48,2,False,0,5,3,146.79,75.25,1925,0,98109,47.6339,-122.354,204.38,479.38,915000,1900-1947,True,medium,10,2015
15/07/2014,2,2,100.33,672.8,2,False,0,4,3,100.33,,1984,0,98034,47.7065,-122.235,167.22,680.14,350000,1983-2001,True,no_basement,7,2014
02/07/2014,4,2,242.47,2006.69,1,False,0,4,3,242.47,,1966,0,98004,47.6245,-122.227,271.27,1888.7,1300000,1965-1983,True,no_basement,2,2014
05/03/2015,3,1,99.41,572.65,1,False,0,3,3,99.41,,1967,0,98001,47.3377,-122.291,122.63,735.79,175000,1965-1983,True,no_basement,5,2015
30/03/2015,2,2,132.85,360.46,1,False,0,4,3,132.85,,1949,0,98117,47.6844,-122.392,132.85,360.46,545000,1947-1965,False,no_basement,3,2015
27/12/2014,4,3,222.97,501.67,2,False,2,4,3,148.64,74.32,1965,0,98178,47.5099,-122.26,222.97,501.67,475000,1947-1965,False,medium,12,2014
30/04/2015,2,1,62.24,1068.84,1,False,0,3,1,62.24,,2003,0,98059,47.499,-122.157,202.53,1068.84,390000,2001-2015,True,no_basement,4,2015
17/07/2014,4,3,265.7,1300.63,2,False,0,3,3,265.7,,1995,0,98019,47.7306,-121.973,246.19,1353.03,645000,1983-2001,True,no_basement,7,2014
02/12/2014,3,2,210.89,760.59,1,False,0,4,3,131.92,78.97,1954,0,98155,47.7573,-122.278,187.66,1309.18,410000,1947-1965,True,medium,2,2014
31/03/2015,4,3,202.53,916.11,2,False,2,3,3,202.53,,1997,0,98045,47.4817,-121.802,222.04,906.82,480000,1983-2001,True,no_basement,3,2015
01/07/2014,3,2,172.8,557.41,2,False,2,4,3,172.8,,1959,0,98144,47.5981,-122.288,281.49,661.37,725000,1947-1965,True,no_basement,1,2014
22/05/2014,6,5,561.13,20395.95,2,False,0,3,5,380.9,180.23,1996,0,98029,47.5622,-122.003,186.73,3006.5,1150000,1983-2001,True,large,5,2014
02/07/2014,2,1,93.83,1107.3,1,False,0,3,2,93.83,,1947,0,98155,47.7461,-122.322,113.34,1044.22,300000,1900-1947,True,no_basement,2,2014
09/03/2015,4,3,238.76,759.75,1,False,2,3,3,158.86,79.9,1961,0,98118,47.5483,-122.261,190.45,696.77,752000,1947-1965,True,medium,9,2015
23/09/2014,4,3,181.16,345.6,2,False,0,3,3,181.16,,2004,0,98029,47.5503,-121.997,159.79,345.6,585000,2001-2015,True,no_basement,9,2014
13/02/2015,3,2,183.02,979.93,1,False,0,4,3,120.77,62.24,1973,0,98033,47.6669,-122.179,232.26,794.13,678700,1965-1983,True,medium,2,2015
17/04/2015,4,3,196.02,1036.32,2,False,0,3,4,196.02,,1975,0,98074,47.6386,-122.058,247.12,1105.54,603000,1965-1983,True,no_basement,4,2015
20/03/2015,3,2,153.29,675.96,2,False,4,4,3,106.84,46.45,1928,0,98117,47.6989,-122.399,213.68,751.39,715000,1900-1947,True,small,3,2015
28/10/2014,4,3,327.02,11938.13,2,False,2,4,4,327.02,,1981,0,98072,47.7448,-122.117,302.86,7405.61,1400000,1965-1983,True,no_basement,10,2014
29/04/2015,3,3,263.84,696.77,2,False,3,3,5,263.84,,1997,0,98034,47.7049,-122.224,239.69,549.8,1090000,1983-2001,True,no_basement,4,2015
22/02/2015,2,2,138.42,445.93,1,False,0,4,3,69.68,68.75,1918,0,98136,47.5496,-122.391,130.06,557.41,467500,1900-1947,True,medium,2,2015
13/10/2014,3,3,153.29,670.57,1,False,0,3,3,114.27,39.02,1985,0,98133,47.7237,-122.335,157.0,692.96,359000,1983-2001,True,small,10,2014
26/08/2014,4,2,182.09,419.92,1,False,0,3,3,89.19,92.9,1922,2001,98116,47.58,-122.405,156.08,419.92,745000,1900-1947,True,large,8,2014
13/05/2014,3,3,227.61,3918.62,1,False,0,4,3,227.61,,1978,2000,98042,47.3549,-122.111,133.78,3918.62,450000,1965-1983,True,no_basement,5,2014
08/04/2015,3,2,159.79,185.8,2,False,0,3,3,98.48,61.32,1910,2000,98109,47.6384,-122.35,147.71,371.61,935000,1900-1947,True,medium,8,2015
03/09/2014,3,3,183.95,290.6,2,False,0,3,3,175.59,8.36,2009,0,98027,47.5456,-122.016,200.67,208.1,615000,2001-2015,True,small,3,2014
29/09/2014,3,3,381.83,3320.42,2,False,0,3,3,381.83,,1976,0,98033,47.6642,-122.171,251.77,823.58,1030000,1965-1983,True,no_basement,9,2014
06/01/2015,4,3,184.88,518.12,2,False,0,3,3,184.88,,1999,0,98092,47.3191,-122.191,187.66,594.57,283500,1983-2001,True,no_basement,6,2015
02/12/2014,2,1,79.9,659.79,1,False,0,3,2,79.9,,1947,0,98177,47.7042,-122.369,134.71,659.79,340000,1900-1947,True,no_basement,2,2014
25/02/2015,4,3,215.53,860.65,2,False,0,3,3,215.53,,1994,0,98188,47.4449,-122.274,215.53,848.1,370000,1983-2001,True,no_basement,2,2015
20/08/2014,3,3,389.26,894.09,2,False,0,3,4,389.26,,1999,0,98006,47.5642,-122.127,339.09,773.04,1150000,1983-2001,True,no_basement,8,2014
10/05/2014,4,1,180.23,885.64,1,False,0,3,3,100.33,79.9,1962,0,98031,47.4139,-122.208,180.23,821.16,265000,1947-1965,True,medium,10,2014
26/08/2014,4,3,234.11,220.18,2,False,0,3,3,157.0,77.11,1908,0,98122,47.6109,-122.303,142.14,220.18,480000,1900-1947,True,medium,8,2014
17/06/2014,3,2,174.66,353.03,1,False,0,5,3,95.69,78.97,1927,0,98115,47.6841,-122.309,157.93,353.03,667500,1900-1947,True,medium,6,2014
27/02/2015,3,3,270.35,933.11,2,False,0,4,4,270.35,,1989,0,98004,47.5845,-122.199,224.82,1141.49,1400000,1983-2001,True,no_basement,2,2015
08/08/2014,7,5,493.31,819.03,2,False,0,3,4,339.09,154.22,2013,0,98004,47.6221,-122.208,271.27,985.69,2300000,2001-2015,True,large,8,2014
16/06/2014,3,3,248.05,696.77,1,False,0,4,3,152.36,95.69,1966,0,98166,47.4608,-122.354,183.02,891.68,465000,1965-1983,True,large,6,2014
20/10/2014,1,1,43.66,5921.31,1,False,2,5,1,43.66,,1924,0,98022,47.2163,-121.984,125.42,4344.3,192500,1900-1947,True,no_basement,10,2014
23/03/2015,3,1,98.48,520.25,1,False,0,4,2,70.61,27.87,1943,0,98146,47.5116,-122.379,121.7,520.25,345000,1900-1947,True,small,3,2015
02/06/2014,3,2,104.05,641.03,1,False,0,5,3,104.05,,1956,0,98007,47.6023,-122.132,120.77,650.32,439800,1947-1965,True,no_basement,2,2014
25/07/2014,4,2,209.03,797.1,1,False,0,4,3,123.56,85.47,1958,0,98011,47.7633,-122.199,209.03,932.0,468000,1947-1965,True,large,7,2014
24/07/2014,4,3,192.31,787.16,1,False,0,4,3,116.13,76.18,1976,0,98033,47.6608,-122.19,192.31,882.48,775000,1965-1983,True,medium,7,2014
08/06/2014,4,3,220.18,869.57,2,False,0,4,3,220.18,,1979,0,98052,47.6518,-122.123,220.18,903.01,684680,1965-1983,True,no_basement,8,2014
16/01/2015,4,4,331.66,2573.3,2,False,0,3,5,331.66,,1990,0,98052,47.7173,-122.098,353.03,3333.33,910000,1983-2001,True,no_basement,1,2015
11/09/2014,4,4,448.72,2067.73,2,True,4,4,5,448.72,,1990,0,98039,47.6409,-122.241,354.89,2376.63,3640000,1983-2001,True,no_basement,11,2014
17/06/2014,3,2,107.77,2087.51,1,False,0,4,3,107.77,,1976,0,98028,47.7595,-122.23,180.23,1486.34,375000,1965-1983,True,no_basement,6,2014
11/09/2014,3,3,149.57,613.15,2,False,0,3,3,149.57,,1994,0,98003,47.2827,-122.302,154.22,714.33,250000,1983-2001,True,no_basement,11,2014
12/02/2015,5,3,385.54,696.77,3,False,4,5,5,326.09,59.46,1909,0,98119,47.6303,-122.362,209.03,376.25,3070000,1900-1947,True,medium,12,2015
25/11/2014,4,3,170.94,703.73,1,False,0,4,3,129.13,41.81,1973,0,98034,47.7328,-122.198,169.08,696.77,442500,1965-1983,True,small,11,2014
23/05/2014,3,4,379.04,20224.54,2,False,3,3,4,379.04,,2000,0,98092,47.2604,-122.139,251.77,20233.18,900000,1983-2001,True,no_basement,5,2014
19/09/2014,3,2,169.08,379.04,2,False,2,3,3,169.08,,1937,1987,98107,47.6735,-122.401,200.67,501.67,699000,1900-1947,True,no_basement,9,2014
06/05/2014,4,2,248.98,1743.59,1,False,0,5,3,248.98,,1965,0,98001,47.3182,-122.279,114.27,1463.21,360000,1947-1965,True,no_basement,6,2014
09/09/2014,4,5,445.0,2360.83,2,False,0,3,5,445.0,,1999,0,98074,47.603,-122.012,355.82,1515.61,1680000,1983-2001,True,no_basement,9,2014
29/01/2015,5,2,224.82,1950.95,2,False,0,3,3,224.82,,1966,0,98033,47.677,-122.165,180.23,751.11,675000,1965-1983,True,no_basement,1,2015
18/09/2014,2,1,104.98,750.74,1,False,0,4,3,104.98,,1921,0,98133,47.7064,-122.355,113.34,724.64,345000,1900-1947,True,no_basement,9,2014
08/04/2015,4,1,122.63,464.51,2,False,0,3,3,122.63,,1928,0,98106,47.5457,-122.363,152.36,479.75,229000,1900-1947,True,no_basement,8,2015
26/03/2015,3,1,119.84,1153.38,2,False,0,3,2,119.84,,1908,0,98070,47.3719,-122.461,150.5,1153.38,300000,1900-1947,True,no_basement,3,2015
20/08/2014,3,4,148.64,119.75,3,False,0,3,3,148.64,,1998,0,98117,47.6957,-122.375,148.64,127.83,392500,1983-2001,True,no_basement,8,2014
16/06/2014,3,1,104.05,213.68,1,False,0,4,3,76.18,27.87,1912,0,98117,47.6797,-122.384,132.85,473.8,552000,1900-1947,True,small,6,2014
20/11/2014,2,2,191.38,668.15,1,False,0,3,3,131.92,59.46,1940,0,98125,47.7038,-122.317,172.8,663.32,457000,1900-1947,True,medium,11,2014
07/10/2014,4,3,262.91,1278.34,2,False,0,3,3,262.91,,1993,0,98019,47.7334,-121.97,218.32,1303.33,518000,1983-2001,True,no_basement,7,2014
12/08/2014,3,2,112.41,616.31,1,False,0,4,3,112.41,,1985,0,98031,47.4097,-122.193,144.93,668.9,237000,1983-2001,True,no_basement,12,2014
14/03/2015,3,3,144.93,1114.55,1,False,0,3,3,117.06,27.87,1988,0,98065,47.5378,-121.742,169.08,3399.29,399950,1983-2001,True,small,3,2015
06/05/2015,3,3,209.96,1589.93,2,False,0,3,3,209.96,,1990,0,98155,47.7537,-122.296,219.25,1383.59,605000,1983-2001,True,no_basement,6,2015
22/07/2014,4,3,171.87,761.61,2,False,0,3,3,171.87,,1993,0,98031,47.4079,-122.186,171.87,736.16,295000,1983-2001,True,no_basement,7,2014
28/04/2015,4,3,179.3,746.93,1,False,0,3,3,128.21,51.1,1978,0,98034,47.7283,-122.218,193.24,668.9,513000,1965-1983,True,medium,4,2015
01/10/2014,4,3,300.07,398.55,2,False,0,3,4,300.07,,2004,0,98033,47.6874,-122.161,299.15,472.22,772500,2001-2015,True,no_basement,1,2014
19/12/2014,4,3,300.07,398.55,2,False,0,3,4,300.07,,2004,0,98033,47.6874,-122.161,299.15,472.22,765000,2001-2015,True,no_basement,12,2014
10/10/2014,4,3,227.61,499.44,2,False,0,4,3,144.0,83.61,1920,0,98117,47.6865,-122.396,178.37,489.04,696950,1900-1947,True,large,10,2014
13/02/2015,3,1,111.48,524.9,2,False,0,3,3,111.48,,1928,0,98178,47.5065,-122.249,149.57,524.9,329000,1900-1947,True,no_basement,2,2015
18/12/2014,3,3,219.25,751.86,2,False,0,3,3,219.25,,1995,0,98092,47.3257,-122.17,172.8,628.21,339999,1983-2001,True,no_basement,12,2014
14/07/2014,3,1,98.48,883.13,1,False,0,3,3,98.48,,1959,0,98125,47.7317,-122.31,141.21,786.79,364500,1947-1965,True,no_basement,7,2014
14/05/2014,5,2,206.24,557.41,2,False,0,3,3,131.92,74.32,1923,0,98199,47.648,-122.384,144.0,159.33,607500,1900-1947,True,medium,5,2014
08/04/2015,3,1,81.75,619.1,1,False,0,3,2,81.75,,1961,0,98033,47.6855,-122.199,157.0,609.81,550000,1947-1965,True,no_basement,8,2015
21/04/2015,4,2,233.18,905.8,1,False,0,3,3,151.43,81.75,1960,0,98028,47.7438,-122.229,183.95,905.8,479900,1947-1965,True,large,4,2015
12/02/2015,4,4,235.04,164.81,3,False,2,3,4,195.09,39.95,2013,0,98119,47.6362,-122.369,200.67,222.97,1120000,2001-2015,True,small,12,2015
12/05/2014,2,1,65.03,979.19,1,False,0,3,2,65.03,,1953,0,98166,47.438,-122.336,82.68,979.19,192000,1947-1965,True,no_basement,12,2014
13/04/2015,3,2,139.35,483.09,1,False,0,3,3,98.48,40.88,1977,0,98042,47.3653,-122.09,152.36,483.09,250000,1965-1983,True,small,4,2015
15/07/2014,3,2,104.98,917.78,2,False,0,3,2,104.98,,1996,0,98053,47.635,-121.964,176.51,1384.89,340000,1983-2001,True,no_basement,7,2014
28/10/2014,3,2,131.92,562.99,1,False,0,5,3,77.11,54.81,1942,0,98146,47.5102,-122.372,131.92,590.86,340000,1900-1947,True,medium,10,2014
13/10/2014,3,3,205.31,2047.57,1,False,0,5,3,140.28,65.03,1976,0,98004,47.5904,-122.194,229.47,1324.6,635250,1965-1983,True,medium,10,2014
07/04/2015,2,1,108.7,468.51,1,False,0,3,2,81.75,26.94,1949,0,98108,47.5492,-122.302,132.85,528.8,324800,1947-1965,True,small,7,2015
